Gene_Pair_id	Gene1_id	Gene1_name	Gene1_chromosome	Gene1_strand	Gene1_chr_start	Gene1_chr_end	Gene2_id	Gene2_name	Gene2_chromosome	Gene2_strand	Gene2_chr_start	Gene2_chr_end
229	GOODH_1080169	ZFHX4	chr8	+	77756070	77942076	GOODM_1030002	Zfhx4	chr3	+	5218554	5415855
230	GOODH_1020395	PDK1	chr2	+	173129025	173172106	GOODM_1020258	Pdk1	chr2	+	71711329	71740731
231	GOODH_0020167	FIGLA	chr2	-	70857950	70871283	GOODM_1060262	Figla	chr6	+	85967185	85970990
232	GOODH_0030232	GBE1	chr3	-	81621541	81893640	GOODM_1160216	Gbe1	chr16	+	70314332	70569961
233	GOODH_1110556	MIZF	chr11	+	118497498	118510974	GOODM_0090168	Mizf	chr9	-	44103756	44113712
234	GOODH_0010135	TCEA3	chr1	-	23580142	23623848	GOODM_1040439	Tcea3	chr4	+	135803897	135830813
235	GOODH_0010252	SLFNL1	chr1	-	41253856	41259974	GOODM_1040328	Slfnl1	chr4	+	120204836	120209266
236	GOODH_0010261	CCDC23	chr1	-	43045320	43055510	GOODM_1040319	Ccdc23	chr4	+	118868014	118873903
237	GOODH_0210105	LSS	chr21	-	46432789	46473119	GOODM_1100180	Lss	chr10	+	75994372	76016679
238	GOODH_0140155	PIGH	chr14	-	67125776	67136770	GOODM_0120129	Pigh	chr12	-	80181658	80190657
239	GOODH_0080241	EIF3H	chr8	-	117726237	117837243	GOODM_0150063	Eif3h	chr15	-	51618109	51697007
240	GOODH_10X0017	CLCN4	chrX	+	10084985	10165699	GOODM_0070054	Clcn4-2	chr7	-	7235027	7252222
241	GOODH_1130031	C13orf33	chr13	+	30378328	30397678	GOODM_1050543	6330406I15Rik	chr5	+	150214381	150234278
242	GOODH_1140180	ACOT2	chr14	+	73105525	73112112	GOODM_1120164	Acot3	chr12	+	85393101	85400514
243	GOODH_1090256	SPTAN1	chr9	+	130354687	130435761	GOODM_1020120	Spna2	chr2	+	29821080	29886970
244	GOODH_1170436	AANAT	chr17	+	71975246	71977793	GOODM_1110678	Aanat	chr11	+	116455001	116458858
245	GOODH_1220071	NF2	chr22	+	28329545	28424589	GOODM_0110018	Nf2	chr11	-	4665851	4749530
246	GOODH_1120092	PIK3C2G	chr12	+	18305741	18692615	GOODM_1060482	Pik3c2g	chr6	+	139535772	139917804
247	GOODH_1050381	GRK6	chr5	+	176786293	176802456	GOODM_1130202	Grk6	chr13	+	55546695	55562288
248	GOODH_1010476	AHCYL1	chr1	+	110328831	110367886	GOODM_0030321	Ahcyl1	chr3	-	107466038	107499466
249	GOODH_1030042	TMEM43	chr3	+	14141546	14160180	GOODM_1060306	Tmem43	chr6	+	91423745	91438452
250	GOODH_0020083	NLRC4	chr2	-	32303024	32344305	GOODM_0170420	Nlrc4	chr17	-	74825635	74858448
251	GOODH_1110386	ANKRD13D	chr11	+	66813395	66826530	GOODM_0190018	Ankrd13d	chr19	-	4270180	4283137
252	GOODH_1110476	PANX1	chr11	+	93501742	93554783	GOODM_0090021	Panx1	chr9	-	14810229	14849922
253	GOODH_0070035	ICA1	chr7	-	8119342	8268710	GOODM_0060016	Ica1	chr6	-	8580527	8728484
254	GOODH_0070083	SCRN1	chr7	-	29926253	29995902	GOODM_0060143	Scrn1	chr6	-	54458810	54516376
255	GOODH_0070324	COPG2	chr7	-	129933318	130021946	GOODM_0060054	Copg2	chr6	-	30698411	30846760
256	GOODH_0040099	SGCB	chr4	-	52581629	52599203	GOODM_0050164	Sgcb	chr5	-	74023988	74038970
257	GOODH_0060138	ZBTB12	chr6	-	31975373	31977748	GOODM_1170241	Zbtb12	chr17	+	35031504	35033789
258	GOODH_0060220	MED20	chr6	-	41981071	41996855	GOODM_1170358	Med20	chr17	+	47748545	47761367
259	GOODH_0160285	ABBA-1	chr16	-	69252609	69277455	GOODM_1080402	BC060632	chr8	+	113245384	113265300
260	GOODH_0100292	C10orf46	chr10	-	120430484	120504748	GOODM_0190316	2700078E11Rik	chr19	-	60603769	60656884
261	GOODH_0100295	PRDX3	chr10	-	120917206	120928335	GOODM_0190319	Prdx3	chr19	-	60939969	60950441
262	GOODH_0120436	TAOK3	chr12	-	117071989	117295133	GOODM_1050342	Taok3	chr5	+	117583604	117723924
263	GOODH_0140024	OR10G3	chr14	-	21107775	21108715	GOODM_0140162	Olfr1512	chr14	-	52991785	52992726
264	GOODH_0150062	CDAN1	chr15	-	40803054	40816709	GOODM_0020548	Cdan1	chr2	-	120541890	120557253
265	GOODH_0180037	CHST9	chr18	-	22749614	23019279	GOODM_0180025	Chst9	chr18	-	15610684	15876555
266	GOODH_0190053	APBA3	chr19	-	3701771	3712673	GOODM_1100260	Apba3	chr10	+	80730984	80735973
267	GOODH_0120037	C1RL	chr12	-	7138292	7153069	GOODM_1060410	C1rl	chr6	+	124443152	124460661
268	GOODH_1080234	COLEC10	chr8	+	120148627	120188376	GOODM_1150080	Colec10	chr15	+	54242329	54297913
269	GOODH_1090260	ENDOG	chr9	+	130620600	130624775	GOODM_1020124	Endog	chr2	+	30027044	30029589
270	GOODH_1190364	NFKBIB	chr19	+	44082455	44091373	GOODM_0070225	Nfkbib	chr7	-	29543270	29551543
271	GOODH_1200182	SPINT4	chr20	+	43784402	43787749	GOODM_1020736	Spint4	chr2	+	164524001	164527948
272	GOODH_1220110	GGA1	chr22	+	36334449	36359516	GOODM_1150149	Gga1	chr15	+	78707620	78725014
273	GOODH_1010814	ELF3	chr1	+	200246313	200252938	GOODM_0010311	Elf3	chr1	-	137150156	137155015
274	GOODH_1010826	ZC3H11A	chr1	+	202031374	202089878	GOODM_0010299	Zc3h11a	chr1	-	135516448	135557957
275	GOODH_1100242	SCD	chr10	+	102096762	102114577	GOODM_1190260	Scd4	chr19	+	44407816	44421233
276	GOODH_1050268	PCDHB8	chr5	+	140537614	140540203	GOODM_1180101	Pcdhb16	chr18	+	37637422	37642691
277	GOODH_1070002	HEATR2	chr7	+	732864	792642	GOODM_1050482	Heatr2	chr5	+	139626177	139662459
278	GOODH_1010510	IGSF2	chr1	+	117345905	117380690	GOODM_0030282	Igsf2	chr3	-	100797588	100826099
279	GOODH_10X0382	SSR4	chrX	+	152713288	152717147	GOODM_10X0183	Ssr4	chrX	+	71032401	71036161
280	GOODH_1110127	ZDHHC13	chr11	+	19095268	19154542	GOODM_1070376	Zdhhc13	chr7	+	56044373	56082807
281	GOODH_1110553	VPS11	chr11	+	118443703	118457896	GOODM_0090171	Vps11	chr9	-	44156188	44169753
282	GOODH_0030395	P2RY12	chr3	-	152538066	152585234	GOODM_0030092	P2ry12	chr3	-	59020193	59066753
283	GOODH_0060292	DPPA5	chr6	-	74119508	74120674	GOODM_0090327	Dppa5a	chr9	-	78214861	78216006
284	GOODH_0010094	EPHA2	chr1	-	16323420	16355151	GOODM_1040478	Epha2	chr4	+	140857155	140885293
285	GOODH_0120455	RHOF	chr12	-	120700045	120715977	GOODM_0050369	Rhof	chr5	-	123568189	123582638
286	GOODH_0140250	ATG2B	chr14	-	95817349	95899431	GOODM_0120226	Atg2b	chr12	-	106851749	106923451
287	GOODH_0160331	FAM92B	chr16	-	83689466	83703615	GOODM_0080383	1700120B06Rik	chr8	-	122690298	122701369
288	GOODH_1120064	KLRG1	chr12	+	9033488	9054605	GOODM_0060348	Klrg1	chr6	-	122220619	122232851
289	GOODH_1160403	RPL13	chr16	+	88154591	88157349	GOODM_1080455	Rpl13	chr8	+	125626316	125629140
290	GOODH_1170243	CNP	chr17	+	37372285	37383280	GOODM_1110563	Cnp	chr11	+	100436289	100443039
291	GOODH_1070240	GNB2	chr7	+	100109311	100114727	GOODM_0050446	Gnb2	chr5	-	137969357	137974457
292	GOODH_0010625	ETV3L	chr1	-	155328460	155336224	GOODM_1030137	Etv3	chr3	+	87329500	87344078
293	GOODH_1070360	PRSS2	chr7	+	142178778	142182363	GOODM_1060095	Try4	chr6	+	41252271	41255532
294	GOODH_0010914	OR2B11	chr1	-	245680955	245681907	GOODM_0110206	Olfr222	chr11	-	59384284	59385240
295	GOODH_1040196	AFF1	chr4	+	88147177	88281215	GOODM_1050267	Aff1	chr5	+	104183181	104284341
296	GOODH_1060178	RPS18	chr6	+	33347830	33352259	GOODM_0170193	Rps18	chr17	-	34088944	34092586
297	GOODH_0080324	KIAA1688	chr8	-	145725371	145809696	GOODM_0150154	D15Wsu169e	chr15	-	76554415	76648581
298	GOODH_0110272	EEF1G	chr11	-	62083649	62098036	GOODM_1190095	Eef1g	chr19	+	9041531	9052670
299	GOODH_0110416	GAB2	chr11	-	77603991	77806414	GOODM_1070471	Gab2	chr7	+	104230261	104453546
300	GOODH_0130067	TPT1	chr13	-	44809304	44813297	GOODM_1140266	Tpt1	chr14	+	76245138	76248105
301	GOODH_0150265	CHSY1	chr15	-	99533456	99609649	GOODM_1070403	Chsy1	chr7	+	73254401	73318684
302	GOODH_0160146	NSMCE1	chr16	-	27143817	27187614	GOODM_0070732	Nsmce1	chr7	-	132611158	132635049
303	GOODH_0190067	LSDP5	chr19	-	4473546	4486208	GOODM_0170358	2310076L09Rik	chr17	-	56251024	56256971
304	GOODH_0190207	PTGER1	chr19	-	14444279	14447174	GOODM_1080259	Ptger1	chr8	+	86190539	86194002
305	GOODH_0190470	AP2S1	chr19	-	52033263	52046043	GOODM_1070099	Ap2s1	chr7	+	17323793	17334639
306	GOODH_1150028	C15orf41	chr15	+	34674387	34889739	GOODM_1020460	BC052040	chr2	+	115407512	115604504
307	GOODH_0190330	ZNF461	chr19	-	41820124	41849579	GOODM_0070242	Zfp566	chr7	-	30862356	30875529
308	GOODH_1180123	TSHZ1	chr18	+	71051719	71130888	GOODM_0180177	Tshz1	chr18	-	84181019	84255954
309	GOODH_1140212	C14orf156	chr14	+	77244188	77253692	GOODM_1120193	1810035L17Rik	chr12	+	88784862	88790868
310	GOODH_1050252	SLC4A9	chr5	+	139719971	139734906	GOODM_1180076	Slc4a9	chr18	+	36687806	36704262
311	GOODH_1080031	C8orf79	chr8	+	12847554	12931655	GOODM_1080122	6430573F11Rik	chr8	+	37552245	37576067
312	GOODH_1010284	TIE1	chr1	+	43539251	43561365	GOODM_0040314	Tie1	chr4	-	118143796	118162454
313	GOODH_0020455	CRYGB	chr2	-	208715542	208719122	GOODM_0010136	Crygb	chr1	-	65126801	65128841
314	GOODH_0030300	PARP9	chr3	-	123729463	123766114	GOODM_1160147	Parp9	chr16	+	35938556	35972691
315	GOODH_1100273	NEURL	chr10	+	105244038	105342292	GOODM_1190291	Neurl	chr19	+	47253310	47333931
316	GOODH_0050293	GEMIN5	chr5	-	154247169	154297964	GOODM_0110182	Gemin5	chr11	-	57934792	57981975
317	GOODH_0070223	SMURF1	chr7	-	98463000	98579659	GOODM_0050505	Smurf1	chr5	-	145637364	145726699
318	GOODH_0010771	LMOD1	chr1	-	200132208	200182339	GOODM_1010336	Lmod1	chr1	+	137221390	137264642
319	GOODH_0090285	HSPA5	chr9	-	127036955	127043430	GOODM_1020166	Hspa5	chr2	+	34627615	34631977
320	GOODH_0100086	C10orf10	chr10	-	44791715	44794336	GOODM_1060369	8430408G22Rik	chr6	+	116600717	116602812
321	GOODH_0100182	MAT1A	chr10	-	82021557	82039414	GOODM_1140104	Mat1a	chr14	+	41918670	41937701
322	GOODH_0190384	CYP2A7	chr19	-	46073185	46080497	GOODM_1070194	Cyp2a5	chr7	+	27620358	27628283
323	GOODH_0220029	SCARF2	chr22	-	19108875	19122146	GOODM_1160059	Scarf2	chr16	+	17797375	17808380
324	GOODH_0090025	C9orf52	chr9	-	15161561	15297244	GOODM_0040197	1810054D07Rik	chr4	-	82866205	82970093
325	GOODH_1080221	RIMS2	chr8	+	104582152	105334627	GOODM_1150067	Rims2	chr15	+	39029878	39513486
326	GOODH_1090320	LOC389813	chr9	+	138858688	138861618	GOODM_0020069	Gm996	chr2	-	25430936	25435619
327	GOODH_1190115	LASS4	chr19	+	8180257	8233302	GOODM_1080017	Lass4	chr8	+	4493405	4526079
328	GOODH_1120143	LOC387856	chr12	+	46863666	46865976	GOODM_1150248	AI836003	chr15	+	97998091	98000565
329	GOODH_1160323	CDH1	chr16	+	67328696	67426945	GOODM_1080380	Cdh1	chr8	+	109127268	109194146
330	GOODH_0050183	CCDC100	chr5	-	122708479	122787151	GOODM_0180112	Ccdc100	chr18	-	53841377	53904201
331	GOODH_1010953	EFCAB2	chr1	+	243200315	243317761	GOODM_1010484	Efcab2	chr1	+	180336012	180413380
332	GOODH_0110066	OR52H1	chr11	-	5522368	5523329	GOODM_0070599	Olfr649	chr7	-	111337781	111338719
333	GOODH_0090324	RAPGEF1	chr9	-	133441979	133602746	GOODM_1020112	Rapgef1	chr2	+	29475240	29595883
334	GOODH_0110442	MRE11A	chr11	-	93790115	93866688	GOODM_1090027	Mre11a	chr9	+	14589151	14638861
335	GOODH_0040028	EVC2	chr4	-	5615055	5761195	GOODM_1050129	Evc2	chr5	+	37729747	37816294
336	GOODH_0150045	PPP1R14D	chr15	-	38894943	38908199	GOODM_0020532	Ppp1r14d	chr2	-	119043859	119055588
337	GOODH_0170064	DHX33	chr17	-	5286315	5312905	GOODM_0110304	Dhx33	chr11	-	70797593	70817934
338	GOODH_0080124	ST18	chr8	-	53185952	53484856	GOODM_1010006	St18	chr1	+	6720132	6851021
339	GOODH_0120110	ST8SIA1	chr12	-	22237592	22378915	GOODM_0060479	St8sia1	chr6	-	142770061	142912972
340	GOODH_0120284	ARHGAP9	chr12	-	56152305	56159900	GOODM_1100370	Arhgap9	chr10	+	126760783	126766999
341	GOODH_0140140	TMEM30B	chr14	-	60813842	60818283	GOODM_0120114	Tmem30b	chr12	-	74644101	74647382
342	GOODH_0170388	HOXB3	chr17	-	43981232	44006809	GOODM_1110511	Hoxb3	chr11	+	96184440	96209244
343	GOODH_0190110	TIMM44	chr19	-	7897604	7914538	GOODM_0080014	Timm44	chr8	-	4259738	4275895
344	GOODH_0110529	MCAM	chr11	-	118684445	118693050	GOODM_1090201	Mcam	chr9	+	43942741	43950809
345	GOODH_1090104	OSTF1	chr9	+	76893218	76951934	GOODM_0190174	Ostf1	chr19	-	18655245	18706299
346	GOODH_1150146	LBXCOR1	chr15	+	65904995	65913228	GOODM_0090275	Lbxcor1	chr9	-	62985983	62994787
347	GOODH_1150268	OR4F15	chr15	+	100175913	100176849	GOODM_0020501	Olfr1309	chr2	-	111823291	111824253
348	GOODH_1080238	COL14A1	chr8	+	121206533	121453447	GOODM_1150084	Col14a1	chr15	+	55139306	55352356
349	GOODH_1190460	CCDC61	chr19	+	51190179	51213714	GOODM_0070127	Ccdc61	chr7	-	19476233	19495753
350	GOODH_1120187	IGFBP6	chr12	+	51777703	51782395	GOODM_1150293	Igfbp6	chr15	+	101974617	101979943
351	GOODH_1140151	PLEKHG3	chr14	+	64240946	64280813	GOODM_1120136	Plekhg3	chr12	+	77634547	77680026
352	GOODH_1020158	GMCL1	chr2	+	69910322	69960231	GOODM_0060242	Gmcl1	chr6	-	86641762	86683372
353	GOODH_0040341	CLDN22	chr4	-	184476214	184478921	GOODM_1080149	Cldn22	chr8	+	48909836	48910829
354	GOODH_0090047	CDKN2B	chr9	-	21992906	21999312	GOODM_0040220	Cdkn2b	chr4	-	88952230	88956863
355	GOODH_0070376	ZNF777	chr7	-	148759393	148788986	GOODM_0060115	Zfp777	chr6	-	47974187	47998113
356	GOODH_1070064	CREB5	chr7	+	28305465	28832034	GOODM_1060169	Creb5	chr6	+	53523368	53645826
357	GOODH_1010387	RABGGTB	chr1	+	76024474	76033352	GOODM_0030438	Rabggtb	chr3	-	153570418	153575023
358	GOODH_0100154	PLA2G12B	chr10	-	74364944	74384516	GOODM_1100125	Pla2g12b	chr10	+	58866433	58884724
359	GOODH_0060336	FBXL4	chr6	-	99428322	99502570	GOODM_1040036	Fbxl4	chr4	+	22284712	22361193
360	GOODH_0060338	COQ3	chr6	-	99924070	99948803	GOODM_1040034	Coq3	chr4	+	21806822	21839273
361	GOODH_0120229	ITGB7	chr12	-	51871375	51887267	GOODM_0150345	Itgb7	chr15	-	102046426	102062366
362	GOODH_0120264	STAT2	chr12	-	55021651	55040176	GOODM_1100395	Stat2	chr10	+	127707632	127729905
363	GOODH_0140272	JAG2	chr14	-	104679122	104706206	GOODM_0120249	Jag2	chr12	-	114146801	114167706
364	GOODH_0170498	CD300E	chr17	-	70120307	70131396	GOODM_0110665	AF251705	chr11	-	114858083	114863194
365	GOODH_0200118	NFS1	chr20	-	33720025	33750688	GOODM_0020708	Nfs1	chr2	-	155949373	155969922
366	GOODH_0110567	RPUSD4	chr11	-	125577519	125586751	GOODM_1090112	Rpusd4	chr9	+	35075466	35083542
367	GOODH_1090033	KIAA1797	chr9	+	20648309	20985954	GOODM_1040180	BC057079	chr4	+	87740534	88056915
368	GOODH_1200196	ARFGEF2	chr20	+	46971682	47086637	GOODM_1020752	Arfgef2	chr2	+	166631081	166723551
369	GOODH_1120055	FOXJ2	chr12	+	8076626	8099384	GOODM_1060395	Foxj2	chr6	+	122770529	122795379
370	GOODH_1170155	ERAL1	chr17	+	24206169	24212198	GOODM_0110365	Eral1	chr11	-	77886878	77893885
371	GOODH_1010294	DPH2	chr1	+	44208240	44211630	GOODM_0040306	Dph2	chr4	-	117561248	117564608
372	GOODH_1010482	PROK1	chr1	+	110795311	110801497	GOODM_0030315	Prok1	chr3	-	107038449	107042625
373	GOODH_1200195	NCOA3	chr20	+	45564064	45719019	GOODM_1020750	Ncoa3	chr2	+	165818137	165898742
374	GOODH_0010584	PMVK	chr1	-	153163833	153176108	GOODM_1030172	Pmvk	chr3	+	89263238	89272928
375	GOODH_1030472	KNG1	chr3	+	187917814	187944435	GOODM_0160111	Kng2	chr16	-	22985925	23029174
376	GOODH_1070074	AQP1	chr7	+	30917993	30931656	GOODM_1060177	Aqp1	chr6	+	55286293	55298549
377	GOODH_0110317	ZNHIT2	chr11	-	64640452	64641746	GOODM_1190052	Znhit2	chr19	+	6061207	6062468
378	GOODH_0030359	CEP70	chr3	-	139695879	139795819	GOODM_1090418	Cep70	chr9	+	99143887	99200822
379	GOODH_0040142	PF4	chr4	-	75065660	75066541	GOODM_1050229	Pf4	chr5	+	91201461	91202409
380	GOODH_00X0086	ZNF182	chrX	-	47719195	47748321	GOODM_00X0056	Zfp182	chrX	-	20603310	20639164
381	GOODH_00X0350	UBL4A	chrX	-	153365250	153368126	GOODM_00X0179	Ubl4	chrX	-	71612740	71613866
382	GOODH_0100007	PITRM1	chr10	-	3169920	3205003	GOODM_1130011	Pitrm1	chr13	+	6547403	6579395
383	GOODH_1010153	NPAL3	chr1	+	24614905	24671987	GOODM_0040454	Npal3	chr4	-	135004816	135050419
384	GOODH_0140187	PGF	chr14	-	74478293	74492044	GOODM_0120161	Pgf	chr12	-	86507591	86518235
385	GOODH_0080271	TMEM71	chr8	-	133791376	133842010	GOODM_0150096	Tmem71	chr15	-	66357774	66392608
386	GOODH_1200209	DOK5	chr20	+	52525673	52701116	GOODM_1020764	Dok5	chr2	+	170557440	170705268
387	GOODH_1150010	SNRPN	chr15	+	22619887	22774822	GOODM_0070409	Snrpn	chr7	-	67127388	67285105
388	GOODH_1170135	ALDH3A2	chr17	+	19492656	19521500	GOODM_0110222	Aldh3a2	chr11	-	61058257	61080629
389	GOODH_1060478	C6orf120	chr6	+	169844182	169848326	GOODM_1170037	1600012H06Rik	chr17	+	15080189	15082944
390	GOODH_1090218	OR1L6	chr9	+	124551840	124552881	GOODM_1020190	Olfr365	chr2	+	37056763	37057701
391	GOODH_1170296	WNT9B	chr17	+	42283967	42309436	GOODM_0110617	Wnt9b	chr11	-	103588677	103611135
392	GOODH_1080081	HMBOX1	chr8	+	28804144	28965334	GOODM_0140254	Hmbox1	chr14	-	65441055	65568684
393	GOODH_1010847	C4BPA	chr1	+	205344230	205384931	GOODM_0010281	C4bp	chr1	-	132532498	132558195
394	GOODH_0170284	KRTAP3-2	chr17	-	36408973	36409664	GOODM_0110527	Krtap3-2	chr11	-	99417137	99418167
395	GOODH_1050273	PCDHB12	chr5	+	140568475	140571880	GOODM_1180104	Pcdhb19	chr18	+	37656652	37661365
396	GOODH_1050332	ADRA1B	chr5	+	159276318	159332597	GOODM_0110113	Adra1b	chr11	-	43588108	43649834
397	GOODH_1070389	CUL1	chr7	+	148026866	148129134	GOODM_1060136	Cul1	chr6	+	47404323	47476138
398	GOODH_10X0336	F9	chrX	+	138440561	138473283	GOODM_10X0146	F9	chrX	+	57252641	57283935
399	GOODH_1100107	C10orf107	chr10	+	63092725	63196095	GOODM_0100145	1700040L02Rik	chr10	-	67893704	68004623
400	GOODH_1040288	TMEM34	chr4	+	148758046	148776120	GOODM_0080210	Tmem34	chr8	-	80119881	80134520
401	GOODH_0020064	MPV17	chr2	-	27385865	27399473	GOODM_0050070	Mpv17	chr5	-	31443034	31456615
402	GOODH_0030124	NCKIPSD	chr3	-	48686284	48698338	GOODM_1090487	Nckipsd	chr9	+	108710711	108720697
403	GOODH_10X0275	TMEM164	chrX	+	109133018	109303429	GOODM_10X0334	Tmem164	chrX	+	139115961	139272781
404	GOODH_0040064	SEPSECS	chr4	-	24732820	24771083	GOODM_0050131	Sepsecs	chr5	-	53034646	53060940
405	GOODH_0070001	PDGFA	chr7	-	503425	526007	GOODM_0050466	Pdgfa	chr5	-	139452929	139470907
406	GOODH_0010046	TNFRSF25	chr1	-	6443808	6502656	GOODM_1040535	Plekhg5	chr4	+	151470828	151489509
407	GOODH_0090376	DPP7	chr9	-	139124814	139129016	GOODM_0020060	Dpp7	chr2	-	25207810	25211852
408	GOODH_0100303	CUZD1	chr10	-	124581665	124595681	GOODM_0070795	Cuzd1	chr7	-	138452068	138465806
409	GOODH_0110185	C11orf77	chr11	-	46580987	46595353	GOODM_1020398	D230010M03Rik	chr2	+	91551107	91561723
410	GOODH_0150066	TGM5	chr15	-	41312667	41346347	GOODM_0020552	Tgm5	chr2	-	120871847	120911495
411	GOODH_0080134	PLAG1	chr8	-	57236022	57286413	GOODM_0040005	Plag1	chr4	-	3829756	3865529
412	GOODH_0090134	C9orf41	chr9	-	76787695	76833130	GOODM_1190164	2410127L17Rik	chr19	+	18745270	18779282
413	GOODH_1160171	CCDC101	chr16	+	28472758	28510610	GOODM_1070689	Ccdc101	chr7	+	133792885	133816293
414	GOODH_1110582	OR8G1	chr11	+	123625633	123640972	GOODM_1090183	Olfr971	chr9	+	39647021	39647944
415	GOODH_1190026	ATP5D	chr19	+	1192749	1195823	GOODM_1100230	Atp5d	chr10	+	79605060	79608563
416	GOODH_1150025	TMEM85	chr15	+	32304537	32309642	GOODM_0020509	Tmem85	chr2	-	112203176	112208184
417	GOODH_1030198	ITIH1	chr3	+	52786648	52801117	GOODM_0140063	Itih1	chr14	-	31742366	31756475
418	GOODH_1100098	ASAH2B	chr10	+	52169714	52184573	GOODM_0190205	Asah2	chr19	-	32059141	32177630
419	GOODH_1110205	OR4C15	chr11	+	55078359	55079469	GOODM_0020387	Olfr1217	chr2	-	88863244	88864158
420	GOODH_0010732	GLUL	chr1	-	180618292	180627573	GOODM_1010376	Glul	chr1	+	155747075	155756844
421	GOODH_0030225	EIF4E3	chr3	-	71814568	71885465	GOODM_0060289	Eif4e3	chr6	-	99575131	99616765
422	GOODH_10X0190	NLGN3	chrX	+	70281436	70307774	GOODM_10X0246	Nlgn3	chrX	+	98494549	98516687
423	GOODH_0060215	TREM1	chr6	-	41351690	41362435	GOODM_1170364	Trem1	chr17	+	48371936	48386091
424	GOODH_0070041	MEOX2	chr7	-	15617364	15692833	GOODM_1120069	Meox2	chr12	+	37835133	37906115
425	GOODH_0010543	FLG2	chr1	-	150587837	150599106	GOODM_1030212	Flg2	chr3	+	93001195	93025298
426	GOODH_0110308	MEN1	chr11	-	64327572	64335342	GOODM_1190060	Men1	chr19	+	6335039	6340885
427	GOODH_0110506	KIAA0999	chr11	-	116219330	116474203	GOODM_1090224	BC033915	chr9	+	45820903	46032277
428	GOODH_0040284	ANAPC10	chr4	-	146135760	146238818	GOODM_1080247	Anapc10	chr8	+	82235719	82301220
429	GOODH_0120101	LMO3	chr12	-	16592574	16652291	GOODM_0060466	Lmo3	chr6	-	138313002	138530489
430	GOODH_0120298	AVPR1A	chr12	-	61826483	61832857	GOODM_1100357	Avpr1a	chr10	+	121885555	121890509
431	GOODH_0100089	8-Mar	chr10	-	45272823	45410360	GOODM_1060364	8-Mar	chr6	+	116288141	116359558
432	GOODH_0170331	PSMC3IP	chr17	-	37977859	37983375	GOODM_0110573	Psmc3ip	chr11	-	100953471	100956715
433	GOODH_0190426	LYPD5	chr19	-	48991919	49016648	GOODM_1070159	Lypd5	chr7	+	25134243	25138852
434	GOODH_0190540	KLK6	chr19	-	56153700	56164741	GOODM_1070306	Klk6	chr7	+	51080820	51087156
435	GOODH_1170363	RPS6KB1	chr17	+	55325225	55382566	GOODM_0110420	Rps6kb1	chr11	-	86312513	86358309
436	GOODH_1150249	UNC45A	chr15	+	89274414	89298326	GOODM_0070447	Unc45a	chr7	-	87470179	87485094
437	GOODH_1080125	UBE2V2	chr8	+	49083548	49137005	GOODM_0160050	Ube2v2	chr16	-	15552776	15594594
438	GOODH_1030171	GNAI2	chr3	+	50248651	50271790	GOODM_0090418	Gnai2	chr9	-	107516469	107537673
439	GOODH_1030350	BFSP2	chr3	+	134601480	134676746	GOODM_0090390	Bfsp2	chr9	-	103327254	103382658
440	GOODH_10X0264	CXorf57	chrX	+	105741915	105809328	GOODM_10X0322	D330045A20Rik	chrX	+	136014982	136089119
441	GOODH_1050224	SEC24A	chr5	+	134012378	134091499	GOODM_0110149	Sec24a	chr11	-	51505765	51570336
442	GOODH_1050255	TMCO6	chr5	+	139999196	140005171	GOODM_1180080	Tmco6	chr18	+	36894724	36902045
443	GOODH_0060133	LSM2	chr6	-	31873155	31882722	GOODM_1170246	Lsm2	chr17	+	35118805	35122838
444	GOODH_0070403	PTPRN2	chr7	-	157024516	158073179	GOODM_1120290	Ptprn2	chr12	+	117724306	118515266
445	GOODH_10X0206	SLC16A2	chrX	+	73557810	73670477	GOODM_00X0242	Slc16a2	chrX	-	100892753	101017327
446	GOODH_00X0232	GUCY2F	chrX	-	108502791	108611941	GOODM_00X0310	Gucy2f	chrX	-	138515703	138631474
447	GOODH_0110370	MRGPRD	chr11	-	68504067	68505031	GOODM_1070825	Mrgprd	chr7	+	152500740	152509964
448	GOODH_0050317	KCNMB1	chr5	-	169737745	169749216	GOODM_1110086	Kcnmb1	chr11	+	33863286	33871275
449	GOODH_1120150	WNT1	chr12	+	47658503	47662746	GOODM_1150254	Wnt1	chr15	+	98620288	98624261
450	GOODH_1060356	LOC619208	chr6	+	112515367	112530685	GOODM_0100076	1700025K23Rik	chr10	-	38838614	38853701
451	GOODH_1020579	UBE2F	chr2	+	238540439	238615415	GOODM_1010226	Ube2f	chr1	+	93146896	93182602
452	GOODH_1120147	OR8S1	chr12	+	47205682	47208153	GOODM_1150250	Olfr281	chr15	+	98286743	98287678
453	GOODH_1040191	MRPS18C	chr4	+	84596196	84601900	GOODM_1050262	Mrps18c	chr5	+	101227778	101233486
454	GOODH_1050198	PRRC1	chr5	+	126881247	126918671	GOODM_1180153	Prrc1	chr18	+	57514395	57552373
455	GOODH_1060172	PSMB9	chr6	+	32929916	32935604	GOODM_0170199	Psmb9	chr17	-	34319044	34324275
456	GOODH_0010185	PUM1	chr1	-	31176940	31311151	GOODM_1040394	Pum1	chr4	+	130219304	130337187
457	GOODH_0020022	E2F6	chr2	-	11501953	11523748	GOODM_1120029	E2f6	chr12	+	16817833	16833558
458	GOODH_1100145	SEC24C	chr10	+	75174138	75201923	GOODM_1140028	Sec24c	chr14	+	21493565	21514072
